decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Robust DOA Tracking of an Underwater Target in Non-Gaussian and Nonstationary Environmental Noise,2025,IEEE Transactions on Aerospace and Electronic Systems,10.1109/taes.2025.3585897,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11071647,ieee_xplore_2026-02-19_06-02-26.csv,"Estimating the direction of arrival (DOA) of underwater targets using hydrophone array signals is a key research issue in the field of underwater acoustic signal processing. The strong nonlinearity of array signal models, the high-dimensionality of multisnapshot sonar acoustic ve..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Three-dimensional millimetre wave beam tracking based on handset MEMS sensors with extended Kalman filtering,2016,Radio Propagation and Technologies for 5G (2016),10.1049/ic.2016.0066,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7814738,ieee_xplore_2026-02-19_06-02-26.csv,"Due to the narrow beam in millimetre wave communication for future 5G networks, small device movements in the form of either self-rotation or displacement can result in serious power loss. In this paper, a three-dimensional (3-D) beam tracking method employing extended Kalman fil..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Sensor Fusion for Tour-Guide Robot Localization,2018,IEEE Access,10.1109/access.2018.2885648,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8573764,ieee_xplore_2026-02-19_06-02-26.csv,"Doris, the social robot girl, is under development to be employed in museums and trade fairs as a tour guide. External sensorial information must be inputted so that Doris moves around each new location by using landmark identification points that can improve the real localizatio..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,An Adaptive Tracking Estimator for Robust Vehicular Localization in Shadowing Areas,2019,IEEE Access,10.1109/access.2019.2907647,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674753,ieee_xplore_2026-02-19_06-02-26.csv,The vehicular localization is a crucial technique in autonomous vehicle systems. This paper addresses an adaptive tracking method for robust vehicular localization even in shadowing conditions. The proposed tracking estimator consists of attitude estimation and position estimatio...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Evolutionary Tracking Algorithm Based on Combined Received Signal Strength and Angle of Arrival Measurements in Wireless Sensor Networks,2023,IEEE Sensors Journal,10.1109/jsen.2023.3308913,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10235882,ieee_xplore_2026-02-19_06-02-26.csv,"This article addresses the target tracking problem based on the received signal strength (RSS) and angle of arrival (AOA) in wireless sensor networks (WSNs). The tracking problem is formulated in the framework of the maximum a posteriori (MAP), in which the prior knowledge of mov..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Effective Barrage Noise Jamming for Spotlight SAR Using Extended Kalman Filter-Based Kinematic Parameter Estimation,2023,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/jstars.2023.3294828,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10180062,ieee_xplore_2026-02-19_06-02-26.csv,A barrage noise jamming method for spotlight synthetic aperture radar (SAR) with kinematic parameter estimation using extended Kalman filter (EKF) is newly proposed. The main objective of the proposed method is real-time generation of the jamming signals to create noise-like blan...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Angle estimation in blind signal for MIMO radar,2019,2019 IEEE AFRICON,10.1109/africon46755.2019.9133786,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9133786,ieee_xplore_2026-02-19_06-02-26.csv,A method to blind generate receiver signal and estimate the angle of a target with limited information from the source is considered in this paper for bistatic Multiple-Input Multiple-output (MIMO) radar. By utilizing the capabilities of Kalman filtering and imposing a recursive ...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Positions-Only Clustering on Passive Location Points of Communication Transmitters,2021,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2021.3055285,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9350307,ieee_xplore_2026-02-19_06-02-26.csv,"For communication targets in a specific network, position is of great significance to recognize each of the targets. However, as one of the ways to obtain positions of communication transmitters, passive location has several problems such as uncertainty in the reception of commun..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Terminal Position Tracking in LEO Satellite Communication Systems Exploiting Doppler and Multiantenna Measurements,2023,"2023 57th Asilomar Conference on Signals, Systems, and Computers",10.1109/ieeeconf59524.2023.10476863,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10476863,ieee_xplore_2026-02-19_06-02-26.csv,A connected vehicular terminal supported by Low Earth Orbit (LEO) Satellite Communication (SatCom) can exploit the communication signal for navigation during Global Positioning System (GPS) outage. We propose an algorithmic framework for tracking position and velocity of the term...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Research and simulation of path estimation based on extended kalman filtering algorithm in video image,2021,2021 IEEE 4th International Conference on Information Systems and Computer Aided Education (ICISCAE),10.1109/iciscae52414.2021.9590744,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9590744,ieee_xplore_2026-02-19_06-02-26.csv,"Human beings can use artificial intelligence technology to model, predict and track moving targets. At present, visual target tracking is widely used in military and civil fields, such as visual navigation and positioning, radar target detection, air traffic control, robot visual..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,An integrated closed-form fusion algorithm for TDOA/AOA,2016,2016 19th International Conference on Information Fusion (FUSION),,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7528077,ieee_xplore_2026-02-19_06-02-26.csv,"Target positioning in 3D based on TDOA (time difference of arrival) measurements is a challenging problem. This paper will design a novel integrated closed-form (ICF) fusion algorithm by bringing in an ancillary-variable, which could be uniformly applicable to TDOA, AOA, as well ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Dynamic localization of mobile robot based on triangulation centroid estimation,2017,2017 29th Chinese Control And Decision Conference (CCDC),10.1109/ccdc.2017.7979120,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7979120,ieee_xplore_2026-02-19_06-02-26.csv,"According to the inbuilding disaster rescue system failure in network blind spots, a self-dynamic localization system of mobile robot, which can dynamically choose beacon node and determine centroid of intersection based on circles of three beacon nodes, was proposed. This method..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Noncircular Signal Tracking With Distributed Passive Arrays: Combining Data Fusion and Extended Kalman Filter,2024,IEEE Sensors Journal,10.1109/jsen.2023.3333863,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10328476,ieee_xplore_2026-02-19_06-02-26.csv,This article is concerned with the problem of tracking the location of moving noncircular (NC) signal emitters through distributed passive arrays. Conventional methods usually assume that the emitters are stationary over a small time frame and obtain the tracking trajectory by re...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Autonomous Ground Vehicle Navigation with GNSS/5G Integration,2024,2024 7th International Conference on Information Communication and Signal Processing (ICICSP),10.1109/icicsp62589.2024.10809044,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10809044,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we introduce a novel integrated navigation system that merges the capabilities of the global navigation satellite systems (GNSS) and fifth-generation (5G) wireless technology to deliver precise location-based services. Our approach entails the development of an int..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Acoustic SLAM With Moving Sound Event Based on Auxiliary Microphone Arrays,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2023.3289324,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173709,ieee_xplore_2026-02-19_06-02-26.csv,"Acoustic simultaneous localization and mapping (ASLAM) aim to map the positions of sound sources while passively localizing the microphone array embedded in the robot platform. In this paper, an ASLAM method with auxiliary microphone arrays based on dual interacting multiple mode..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,A Track Fusion Method Based on Converted Measurements in Multistatic Sonar Systems,2019,OCEANS 2019 - Marseille,10.1109/oceanse.2019.8867497,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8867497,ieee_xplore_2026-02-19_06-02-26.csv,"Tracking with multistatic sonar measurements is challenging due to the fact that the measurements are nonlinear functions of the Cartesian state. To obtain a global estimation of the target position, the existing approaches are to fuse local estimations of the target position or ..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Machine Learning Solution for Beam Tracking in mmWave Systems,2019,"2019 53rd Asilomar Conference on Signals, Systems, and Computers",10.1109/ieeeconf44664.2019.9048770,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9048770,ieee_xplore_2026-02-19_06-02-26.csv,"Utilizing millimeter-wave (mmWave) frequencies for wireless communication in mobile systems is challenging since it requires continuous tracking of the beam direction. Recently, beam tracking techniques based on channel sparsity and/or Kalman filter-based techniques were proposed..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,A GPS Receiver Adaptive Digital Beamforming Interference Suppression Algorithm Based on Kalman Filter,2013,Chinese Journal of Electronics,10.23919/cje.2013.10285711,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10285711,ieee_xplore_2026-02-19_06-02-26.csv,"This paper proposed a novel Global positioning system (GPS) receiver adaptive Digital beamforming (DBF) interference suppression algorithm, which remodeled Minimum power distortionless response (MPDR) beamforming by transforming it into Minimum mean square error (MMSE) beamformin..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Kalman filter-based method for displacement calculation of blade tip timing,2024,2024 IEEE International Instrumentation and Measurement Technology Conference (I2MTC),10.1109/i2mtc60896.2024.10561148,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10561148,ieee_xplore_2026-02-19_06-02-26.csv,"Blade tip timing (BTT), as a non-contact measurement technique, is used to monitor the health condition of rotor blades in turbomachinery. The accuracy of the vibration displacement obtained by BTT is important for the reliability of blade health monitoring. In this paper, a nove..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,"A low-cost, near-real-time two-UAS-based UWB emitter monitoring system",2015,IEEE Aerospace and Electronic Systems Magazine,10.1109/maes.2015.140219,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7374062,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, a low-cost UEM system is presented. The coarse and then fine frequency scanning guarantee the near-real-time detection and emitter classification, the hierarchical direction of arrival (DOA) estimation maintains the low computational complexity, and the fusion of D..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Look at the Recent Wireless Positioning Techniques With a Focus on Algorithms for Moving Receivers,2016,IEEE Access,10.1109/access.2016.2606486,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7562457,ieee_xplore_2026-02-19_06-02-26.csv,Employment of ground-based positioning systems has been consistently growing over the past decades due to the growing number of applications that require location information where the conventional satellite-based systems have limitations. Such systems have been successfully adop...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Trajectory Filtering Algorithm in Multi-Position Passive Radars with Additional Flight Altitude Observation,2023,2023 IEEE 24th International Conference of Young Professionals in Electron Devices and Materials (EDM),10.1109/edm58354.2023.10225060,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10225060,ieee_xplore_2026-02-19_06-02-26.csv,"This work is devoted to developing an algorithm for trajectory filtering in multi-position passive radar systems. The peculiarity of such systems is to find radio radiation sources in areas with a high value of dilution of precision, which leads to a sharp deterioration in the ac..."
